Fruit,Stem,Flower,Leaf,Label
,,15258.0,,116
,,37778.0,,331
,,60926.0,66618.0,500
13615.0,,776.0,18484.0,415
,,36430.0,4606.0,245
,,64714.0,58534.0,104
29526.0,42266.0,2573.0,16894.0,114
24777.0,,51570.0,,667
,,42968.0,,595
,,15523.0,,932
,,27146.0,49558.0,315
34197.0,,18562.0,18774.0,337
,,47510.0,1653.0,90
,,28378.0,,336
39248.0,,53720.0,7175.0,140
,,40143.0,41762.0,665
,,53527.0,,266
53988.0,29875.0,42530.0,17588.0,111
11148.0,,9150.0,44201.0,173
14843.0,,,16974.0,309
,61326.0,40707.0,28229.0,74
,,29155.0,5465.0,166
,,38113.0,,295
,,9313.0,,788
814.0,48275.0,20969.0,13902.0,6
40979.0,18008.0,64089.0,30510.0,313
,,51416.0,36897.0,365
,,34023.0,,331
18867.0,28399.0,13834.0,67572.0,22
,,67457.0,57761.0,539
,,67281.0,,141
53429.0,18085.0,49782.0,2788.0,1
,,18478.0,,116
,32432.0,24327.0,39794.0,21
10654.0,34006.0,24902.0,48009.0,46
62927.0,46990.0,33599.0,22849.0,56
,12004.0,47238.0,60914.0,240
16647.0,13770.0,30405.0,62652.0,79
,,29419.0,,231
20943.0,18029.0,49239.0,41899.0,47
38862.0,11259.0,34005.0,63720.0,253
,,67506.0,,881
,,18376.0,,677
,,21297.0,,874
2932.0,52015.0,35779.0,30281.0,6
10927.0,30243.0,,20472.0,207
23031.0,24167.0,22305.0,13243.0,187
,,66086.0,,633
,,36804.0,,72
,,54988.0,,495
,,38782.0,,695
,,24688.0,,125
,,60309.0,41512.0,13
20630.0,,52521.0,50189.0,133
,,12358.0,,586
,,47601.0,,938
,,51426.0,,434
,,12943.0,,555
,,24715.0,,882
,,63757.0,,394
55333.0,31125.0,57091.0,13979.0,92
,,46507.0,58824.0,112
,,61482.0,,221
9439.0,,53884.0,12643.0,20
,,,66162.0,569
,,14412.0,,541
,,946.0,15010.0,232
,,12294.0,49601.0,198
11586.0,,1446.0,44201.0,173
,,55762.0,,631
16647.0,15753.0,51266.0,56547.0,79
37225.0,11731.0,47590.0,56208.0,66
,,49797.0,33168.0,63
,,59821.0,,808
58624.0,11805.0,9216.0,25051.0,111
,,66366.0,,109
,,50822.0,,560
,,,33605.0,722
,,41469.0,,462
,,65119.0,,532
8997.0,,47071.0,54358.0,255
28033.0,4524.0,53945.0,16651.0,25
54573.0,,32032.0,,168
23364.0,,20135.0,15274.0,108
9170.0,47124.0,65510.0,45730.0,17
,,2820.0,,87
,,191.0,24236.0,670
50441.0,,4368.0,64763.0,173
17720.0,,26287.0,37291.0,283
,,19762.0,35774.0,404
,,57322.0,3022.0,446
,,2335.0,,190
,,29086.0,26253.0,391
,,56705.0,37399.0,132
31427.0,,22003.0,,678
,,66675.0,,532
55030.0,,8669.0,,188
39916.0,15469.0,45515.0,32673.0,53
,,61063.0,,113
53395.0,39902.0,9047.0,34273.0,80
54557.0,36111.0,55168.0,32773.0,14
,,2353.0,,796
,,43279.0,17111.0,683
35645.0,35498.0,44896.0,43756.0,200
,,66888.0,,103
,,32290.0,65117.0,155
,,52008.0,,789
41710.0,44746.0,40325.0,15384.0,119
11954.0,60770.0,66811.0,2370.0,44
,,32865.0,39729.0,271
,,56993.0,6152.0,345
,,40454.0,,125
,,44635.0,,649
,,1908.0,,601
10459.0,,52846.0,6673.0,283
,,,3524.0,342
,,27183.0,,529
,,45072.0,63597.0,259
39196.0,,54167.0,,508
,,12135.0,,290
,,13445.0,40802.0,275
,,49720.0,,649
,,51875.0,,358
,,7976.0,6226.0,245
,,67084.0,,894
,28336.0,19050.0,480.0,403
40612.0,10310.0,16275.0,8835.0,137
,,194.0,4693.0,39
,,40538.0,,903
,,61426.0,,498
,,51329.0,,694
39801.0,,17183.0,,547
23610.0,,64031.0,,348
,,57502.0,44403.0,284
64929.0,,42994.0,,667
12994.0,36380.0,,6272.0,504
56735.0,44974.0,2700.0,54745.0,28
,,1985.0,,935
42849.0,,34463.0,2589.0,84
36354.0,4628.0,,,344
,,58173.0,,125
,,43344.0,3767.0,424
64466.0,5531.0,,45770.0,352
,,,28161.0,569
55306.0,,9680.0,,547
,,58318.0,,694
,,23035.0,10363.0,315
,,34517.0,,751
34874.0,,27708.0,9250.0,300
,,64382.0,,195
38083.0,46181.0,53945.0,9317.0,25
56448.0,,16168.0,,398
10159.0,2189.0,5051.0,47425.0,42
7381.0,,31680.0,61578.0,283
57456.0,50730.0,54410.0,59836.0,32
61204.0,6769.0,36900.0,41739.0,3
,,,15790.0,376
15150.0,,30357.0,,673
,,5227.0,,682
8311.0,,32107.0,3190.0,210
,,9939.0,,76
3942.0,19104.0,43265.0,13886.0,54
,,39691.0,49707.0,404
,,20008.0,65341.0,262
,,55531.0,,801
,,47359.0,7230.0,120
,,23071.0,,301
49970.0,,4375.0,66683.0,100
,,49983.0,,718
,,22999.0,,235
,,50119.0,,570
,,25168.0,,792
59350.0,44199.0,30119.0,67740.0,11
,,63115.0,,368
3272.0,45362.0,,54998.0,55
,,24061.0,53661.0,683
,,31438.0,51232.0,359
41815.0,42204.0,7508.0,7903.0,0
59013.0,,28455.0,8726.0,94
,,33256.0,,772
5056.0,21039.0,64754.0,61057.0,53
,,37886.0,,113
40537.0,38632.0,7802.0,44593.0,9
17230.0,36238.0,34509.0,61155.0,145
57770.0,53033.0,44756.0,48641.0,3
,,21587.0,,922
40463.0,,4499.0,,161
,,,6778.0,326
10215.0,,36652.0,1190.0,7
59292.0,2454.0,11265.0,7929.0,1
,,66590.0,,109
31585.0,16929.0,27100.0,28534.0,66
,,14859.0,54198.0,365
58957.0,62087.0,30513.0,41320.0,131
2816.0,53743.0,1186.0,26867.0,65
,,8183.0,,426
17844.0,48584.0,,,354
51735.0,,33630.0,12240.0,115
,,53084.0,,928
,482.0,54549.0,14915.0,12
,,4044.0,,575
62401.0,13940.0,33937.0,10455.0,1
,,4531.0,,557
,,60896.0,18760.0,172
,,50647.0,,772
,,42330.0,,280
51239.0,41618.0,10266.0,64633.0,137
,,65372.0,,249
45767.0,63966.0,42953.0,30123.0,69
,,65269.0,642.0,238
14071.0,12578.0,38310.0,4560.0,70
39297.0,,12575.0,28907.0,30
,,7416.0,45010.0,596
44158.0,44644.0,39257.0,52174.0,65
,,59037.0,,450
67353.0,37330.0,55713.0,28743.0,25
28112.0,41080.0,47265.0,31335.0,6
24763.0,,31633.0,,648
,,54643.0,,109
,,24077.0,,394
32018.0,4390.0,6526.0,19475.0,49
32473.0,37737.0,37978.0,47777.0,3
,,31985.0,41349.0,13
,,23021.0,,221
11128.0,26201.0,53998.0,4293.0,137
16064.0,,57954.0,39600.0,20
,,47619.0,,515
,,7160.0,64800.0,573
,,31933.0,28575.0,214
22636.0,,64140.0,11102.0,100
,,3641.0,5797.0,163
,,875.0,,851
5731.0,,25489.0,17531.0,100
10851.0,23910.0,15047.0,64330.0,154
32298.0,13613.0,,67175.0,27
,,25087.0,,190
,,30777.0,,662
25899.0,,42079.0,,164
,,23470.0,58824.0,112
,,27984.0,,468
14804.0,,26862.0,17853.0,37
,,45570.0,,586
,,8347.0,57032.0,191
,,9076.0,,294
,,17188.0,64164.0,598
,,10333.0,,190
,,41105.0,55034.0,417
62646.0,,35058.0,64126.0,372
36722.0,,65105.0,,703
,,6947.0,,75
45320.0,30243.0,,51865.0,207
18688.0,33820.0,39646.0,45991.0,62
66642.0,64871.0,8748.0,57852.0,45
,,43922.0,56638.0,245
,,,43767.0,376
,,60010.0,19555.0,78
,,6512.0,,782
,,31164.0,,725
,,26858.0,,364
41651.0,35717.0,,6969.0,159
1011.0,26085.0,,9061.0,148
,,67463.0,7078.0,491
,,24611.0,,468
,,32590.0,,638
,,31251.0,,516
,,9093.0,,516
25313.0,,58597.0,,206
,,46209.0,4998.0,410
,,12230.0,,463
,,52824.0,21984.0,216
,,62925.0,,249
,,60013.0,,274
61388.0,,13082.0,39762.0,105
,228.0,,17204.0,138
28969.0,47874.0,,31652.0,128
,,46841.0,6688.0,315
55333.0,31241.0,20377.0,58139.0,92
12556.0,,14687.0,,223
,,60966.0,28296.0,172
,,63716.0,55649.0,251
7873.0,,239.0,,824
,,67786.0,,325
,,44240.0,54666.0,63
,,,6177.0,853
,,26493.0,,868
,,55917.0,,125
,,3999.0,17327.0,267
46196.0,5478.0,11398.0,21725.0,117
,,43552.0,14866.0,248
,,38401.0,,266
,,8465.0,,770
61799.0,147.0,48068.0,7493.0,53
,,1498.0,,587
,,41436.0,,141
53321.0,,53284.0,53051.0,95
,,59439.0,,614
,,29174.0,,822
,,22977.0,,840
42450.0,,236.0,31452.0,7
,,,57929.0,715
6201.0,,,28623.0,309
58105.0,,49517.0,52107.0,415
42095.0,,10103.0,,161
,,61060.0,43558.0,275
,,60087.0,,249
,,57316.0,22393.0,204
20467.0,44702.0,6994.0,58123.0,25
,,45148.0,31823.0,155
30663.0,,7777.0,44181.0,395
6547.0,62486.0,4470.0,30697.0,33
204.0,49007.0,,1680.0,55
,,36236.0,43212.0,382
51791.0,,38453.0,,363
,,61540.0,,450
,,29356.0,,644
24474.0,,63992.0,,379
29520.0,9517.0,,32020.0,334
63612.0,,62631.0,64770.0,20
,,32072.0,,280
,,47723.0,,320
,,18464.0,57053.0,714
,,26777.0,62481.0,330
,47182.0,,32517.0,138
24331.0,40980.0,7800.0,18050.0,14
60281.0,30806.0,18434.0,35418.0,92
42476.0,35894.0,32925.0,55582.0,44
,,62083.0,,568
20118.0,8991.0,63334.0,43296.0,44
,,43876.0,,455
,,12326.0,59339.0,163
4646.0,,39338.0,42200.0,225
,,1813.0,,318
,,21738.0,,682
,,7363.0,,795
49182.0,48107.0,,,354
8488.0,,63148.0,3889.0,408
,,16267.0,47006.0,330
62831.0,,8362.0,,478
,,36994.0,50408.0,666
,,51403.0,9060.0,135
,,43671.0,,167
13576.0,,31941.0,45364.0,246
,,58361.0,,277
33673.0,11880.0,21835.0,17395.0,42
53991.0,54826.0,11900.0,38496.0,5
,,42008.0,,452
19798.0,,61931.0,,484
,,8321.0,34185.0,216
,,11762.0,,720
,,37732.0,,521
46925.0,10141.0,7388.0,42884.0,127
65261.0,47734.0,38554.0,15583.0,4
25232.0,21337.0,43700.0,31564.0,61
19503.0,50342.0,55670.0,12953.0,8
,,24922.0,57495.0,263
62639.0,,54483.0,,188
,,66496.0,645.0,496
,,53217.0,1589.0,327
41294.0,,36936.0,48225.0,37
40464.0,,3109.0,21011.0,179
42116.0,53444.0,,,354
,,21324.0,34782.0,102
,,43960.0,37621.0,607
,,13891.0,,493
,,53958.0,51483.0,57
,,13809.0,,794
,52291.0,38916.0,65605.0,96
,,48693.0,,195
,,8735.0,21043.0,335
15113.0,54045.0,9202.0,8234.0,6
,,54213.0,,212
4839.0,,58159.0,61479.0,100
32088.0,,58708.0,49069.0,225
10851.0,22193.0,54205.0,64330.0,154
7468.0,,17714.0,,239
,,67247.0,,113
859.0,32799.0,,11806.0,378
7288.0,41080.0,35779.0,61849.0,6
57924.0,27108.0,5028.0,56422.0,83
,5833.0,4561.0,47540.0,269
,,63778.0,,789
,,48410.0,,109
,,11711.0,,606
,,46070.0,,125
2110.0,51458.0,47482.0,11437.0,23
,,61805.0,54947.0,242
,,38035.0,,421
,,67784.0,,249
,,17824.0,,776
,,37567.0,60221.0,244
,,57090.0,,295
56826.0,41080.0,11068.0,8717.0,6
,,39743.0,,633
,,48878.0,,459
,,17751.0,,402
,,302.0,,753
29122.0,41503.0,44145.0,7627.0,67
,,3125.0,33587.0,507
,,34751.0,51163.0,147
,,25035.0,,880
15052.0,,2757.0,5904.0,360
,,55676.0,40434.0,781
,,32265.0,,75
55215.0,,4054.0,,548
,,25858.0,13989.0,129
,,57818.0,8624.0,332
20253.0,26055.0,36246.0,31891.0,5
10847.0,5662.0,66476.0,8122.0,46
31317.0,,,,850
21369.0,,36375.0,66933.0,105
,,4685.0,,392
,,47490.0,66651.0,315
25725.0,,25741.0,311.0,255
,,39441.0,,113
,,9087.0,,655
,16450.0,27533.0,34037.0,329
,,41101.0,,452
,,12084.0,,402
50965.0,,,,913
,,52165.0,,793
,,67542.0,,450
,,63535.0,,273
,,1126.0,,634
36374.0,27075.0,5350.0,60495.0,6
13981.0,,64293.0,9533.0,77
,14728.0,60627.0,30041.0,36
,,919.0,,72
,,31635.0,,197
16322.0,15117.0,16597.0,52617.0,4
50577.0,,4811.0,,339
58118.0,22381.0,9883.0,502.0,42
,,52880.0,34802.0,156
,,66069.0,32000.0,90
,,60552.0,50015.0,163
,,42371.0,26253.0,391
,,54454.0,19767.0,315
47244.0,,1070.0,29975.0,77
,,21636.0,60569.0,711
23510.0,39827.0,17717.0,59943.0,73
,,19882.0,,856
16108.0,23917.0,,37287.0,159
17029.0,36507.0,2989.0,10929.0,58
36374.0,11503.0,20182.0,33748.0,6
52632.0,35270.0,18233.0,24376.0,50
,,29377.0,,813
,,25946.0,45814.0,438
57522.0,27444.0,48086.0,17580.0,65
,,,43028.0,458
,,40660.0,,249
,,21353.0,,883
27485.0,5923.0,39299.0,2307.0,127
,,62310.0,,826
23950.0,31211.0,27443.0,14382.0,137
39636.0,46547.0,60025.0,18273.0,4
,,11358.0,,249
,,31563.0,49731.0,305
,,38098.0,13157.0,144
,,10098.0,55067.0,13
63009.0,,16268.0,38879.0,7
,,55958.0,,72
,,63154.0,,873
18205.0,,38901.0,58224.0,210
,,48219.0,,546
,,62650.0,51828.0,562
64851.0,,63707.0,40297.0,105
,,21710.0,,575
59543.0,,50247.0,,369
,,46351.0,,631
,,38284.0,37168.0,252
,,37333.0,37244.0,156
,58070.0,,40282.0,296
,,13065.0,,434
,,30343.0,,955
44142.0,,21201.0,61493.0,427
,,56917.0,,917
,,24318.0,,852
,,67552.0,63056.0,215
66128.0,,64270.0,,558
,,6862.0,,190
,39829.0,54724.0,37091.0,12
,,142.0,,231
,,47397.0,,688
,,7022.0,57868.0,151
62073.0,19730.0,51638.0,40667.0,2
,,17389.0,,279
7504.0,,63770.0,64811.0,285
27218.0,3608.0,17368.0,31058.0,71
,,58753.0,38047.0,303
,,34021.0,49347.0,750
57474.0,,43912.0,,317
58476.0,38894.0,3920.0,66610.0,3
,,67793.0,,575
,12960.0,65831.0,7503.0,21
254.0,,41640.0,,398
13131.0,38517.0,,,344
,,53893.0,2220.0,78
,28761.0,23178.0,54088.0,74
,,14620.0,53200.0,438
,,51257.0,,141
,,56200.0,,301
33784.0,,18406.0,10368.0,176
,,45740.0,55592.0,332
34371.0,,9994.0,,824
13011.0,,,44047.0,447
41407.0,47395.0,25325.0,37182.0,59
44301.0,,22564.0,25071.0,30
,,32602.0,,695
46391.0,,1794.0,33693.0,328
,55486.0,,31197.0,138
,,1554.0,11512.0,199
38667.0,,,,752
,,,38461.0,471
57541.0,,42247.0,25843.0,341
,,1436.0,,401
56294.0,147.0,65367.0,32673.0,53
,,7334.0,,905
1329.0,,55499.0,,528
,,41951.0,33473.0,57
24255.0,56066.0,3220.0,18121.0,44
,,39305.0,,636
,,54503.0,,364
11435.0,57635.0,,54874.0,160
43130.0,37066.0,19179.0,34214.0,9
,,55002.0,63533.0,118
,,63753.0,,584
21369.0,,49627.0,56343.0,105
,,56121.0,,695
,,41781.0,,557
,,67607.0,,409
1792.0,6077.0,,4691.0,18
,,28614.0,,357
,,15393.0,,557
,,37302.0,12450.0,193
,,22658.0,,931
,,1171.0,,469
,,50367.0,,696
,,56366.0,,859
7871.0,17898.0,42350.0,58674.0,80
,,20436.0,,902
,,53282.0,,75
,,61712.0,,273
,50695.0,34204.0,35479.0,236
,,13171.0,,587
810.0,59551.0,,31954.0,91
,,7269.0,,226
58389.0,,51291.0,4265.0,93
36374.0,11503.0,5517.0,59477.0,6
27315.0,13770.0,48061.0,61347.0,79
55897.0,,9457.0,51958.0,7
,,55822.0,37029.0,581
,,3680.0,,780
,,15392.0,10220.0,612
,,19553.0,,549
27636.0,66531.0,13356.0,66036.0,49
,,46047.0,,529
,,57226.0,67397.0,746
43000.0,53468.0,53740.0,41714.0,49
,,38381.0,,655
,,20653.0,,195
,,65583.0,,224
,,7967.0,,532
,,23367.0,20419.0,112
25725.0,,57553.0,36178.0,255
12013.0,23161.0,3217.0,66058.0,92
,,3165.0,,557
58217.0,23498.0,21716.0,15284.0,152
,,53775.0,,762
43130.0,1610.0,38969.0,61807.0,9
10107.0,10916.0,48150.0,6651.0,17
,,21763.0,,481
8279.0,48275.0,9202.0,35464.0,6
4064.0,,60511.0,56497.0,522
,49875.0,50402.0,31388.0,36
53050.0,,,,737
17296.0,,42318.0,53108.0,265
35933.0,,53287.0,13663.0,209
,,20127.0,,866
36241.0,40976.0,,25437.0,504
,,64377.0,,787
43707.0,1415.0,8271.0,30352.0,0
62474.0,29390.0,5358.0,55479.0,49
30767.0,10111.0,,9284.0,27
,,67200.0,,357
56746.0,,2128.0,58204.0,95
13959.0,,19381.0,38706.0,300
22293.0,32014.0,61831.0,57357.0,19
,,9582.0,,646
,,984.0,,674
,,47793.0,3041.0,166
64415.0,,60784.0,63784.0,20
5512.0,,34954.0,,828
,,23476.0,,943
,,39573.0,,855
25068.0,,62056.0,,321
,,6379.0,,452
,,49070.0,,590
57367.0,62533.0,16939.0,20348.0,45
,,20344.0,,362
,,42903.0,,462
,,55869.0,57922.0,63
24521.0,,29631.0,,288
4817.0,264.0,32123.0,22795.0,51
7794.0,59358.0,45444.0,43816.0,32
,,55500.0,,510
65243.0,,2206.0,,478
,,55527.0,54542.0,384
54002.0,,13132.0,,523
,,42683.0,9644.0,198
,,58252.0,,457
,32098.0,58267.0,37915.0,12
,,45012.0,,502
,,38810.0,,440
,,30605.0,,633
38966.0,,58792.0,7043.0,95
,,19206.0,,307
21952.0,7679.0,61447.0,49642.0,14
,,59434.0,,224
,,19931.0,,898
38646.0,61483.0,31970.0,25887.0,2
,,60626.0,,494
,,35781.0,,266
,,9044.0,,822
,,9773.0,56743.0,29
,,41214.0,,492
,,34728.0,,125
63990.0,,19545.0,33556.0,260
37975.0,51340.0,20937.0,23953.0,1
,,66673.0,47722.0,610
,,28711.0,,639
48831.0,,53323.0,,369
,,60866.0,,655
,,39805.0,,693
,,,63928.0,326
,,37600.0,,439
,,51743.0,,660
53867.0,,24058.0,52350.0,88
,,5398.0,,784
42472.0,,57195.0,4639.0,328
11420.0,32988.0,41509.0,1652.0,17
,,48751.0,56529.0,57
60947.0,54615.0,31691.0,30466.0,43
52301.0,66111.0,40699.0,58139.0,92
62884.0,,5674.0,8457.0,68
,,66729.0,22017.0,238
,,67072.0,66685.0,57
,45101.0,30327.0,17621.0,64
,,38495.0,21611.0,162
,,40449.0,,521
65882.0,58191.0,18749.0,21259.0,48
,,63763.0,,362
,,54062.0,,318
42888.0,,27739.0,29218.0,449
,,47637.0,32630.0,156
15539.0,,66361.0,,580
,,63306.0,,278
5492.0,42266.0,59698.0,4861.0,114
,,66861.0,57171.0,714
,32432.0,28905.0,46744.0,21
,,51881.0,,353
,,38643.0,,901
12142.0,,48170.0,47179.0,150
,,2979.0,4728.0,314
9648.0,37209.0,,40074.0,134
,,25290.0,57360.0,258
30833.0,24420.0,57674.0,3173.0,15
21645.0,47769.0,27944.0,30431.0,268
54912.0,15169.0,,60154.0,159
,,48894.0,,555
25040.0,42102.0,40959.0,65761.0,122
,,20146.0,,125
,,4016.0,,694
52269.0,,15159.0,,363
,21770.0,,,652
,,43406.0,10740.0,272
,,58175.0,8743.0,330
,,57508.0,,323
,,9833.0,2743.0,697
,,46988.0,,655
,,29780.0,18765.0,182
,,15482.0,,380
55433.0,55494.0,13927.0,66763.0,65
43157.0,22390.0,16514.0,59585.0,16
,,11059.0,,453
,,51044.0,,603
,,39392.0,,75
20639.0,,13923.0,,456
18948.0,,62573.0,41196.0,183
38718.0,,4740.0,,282
14545.0,,13125.0,35768.0,360
3263.0,,2550.0,,306
,,34294.0,28770.0,174
36538.0,9406.0,29976.0,42694.0,54
,,39653.0,,495
,,48744.0,,633
,,64341.0,25199.0,739
20674.0,29462.0,67766.0,1679.0,8
,,59539.0,,103
61400.0,,60395.0,41656.0,176
48547.0,,24225.0,,431
24233.0,,,41282.0,346
,,59929.0,,401
,,16982.0,,448
,,30167.0,,171
,58791.0,27226.0,34541.0,240
,,10701.0,,783
,,16081.0,6390.0,199
,,11103.0,19877.0,185
,,52209.0,,358
,,64952.0,,592
66919.0,42025.0,50472.0,36405.0,61
,,39029.0,66506.0,324
,,39108.0,,181
,,,27770.0,582
,,59667.0,,464
,,35622.0,,719
,,666.0,58418.0,650
57107.0,36189.0,15442.0,26716.0,71
,,67750.0,,669
,,44195.0,,353
,,57518.0,48472.0,40
,,17241.0,,383
,,54824.0,,834
,,62559.0,,383
47999.0,,59649.0,,288
33869.0,24710.0,12212.0,53110.0,2
,,33250.0,,351
,,38365.0,56699.0,57
,50904.0,,61410.0,138
,,10182.0,,448
30362.0,29404.0,13376.0,2533.0,35
279.0,19742.0,40716.0,56884.0,187
,,53205.0,53054.0,400
,,55273.0,4355.0,118
39297.0,,51733.0,44058.0,30
,10808.0,,14077.0,370
17478.0,910.0,,47704.0,218
,,35700.0,,113
,,48807.0,23810.0,251
,,16700.0,21713.0,262
,,23279.0,,634
,,28701.0,17741.0,40
,,52664.0,,421
5673.0,,,,863
,,9718.0,29421.0,162
,,41184.0,,75
,,20208.0,,414
8435.0,,865.0,,579
,,46356.0,,902
35192.0,,9819.0,,161
9991.0,,56628.0,66491.0,572
,,30345.0,33903.0,542
,,37812.0,31048.0,281
,,43646.0,,769
,,55472.0,,250
,,31423.0,51961.0,185
,,22141.0,,872
,,10681.0,,693
,24346.0,55516.0,53035.0,220
39311.0,5690.0,18802.0,37402.0,23
,,5633.0,,462
,,42938.0,54917.0,519
,,63888.0,,809
,,13987.0,,392
34043.0,,38786.0,44443.0,139
,,57552.0,46802.0,39
30539.0,33582.0,16332.0,42959.0,241
41310.0,34006.0,45347.0,34417.0,46
8714.0,,26762.0,33801.0,98
57612.0,34006.0,37775.0,17976.0,46
24282.0,43456.0,7800.0,46123.0,14
,,61637.0,,568
,,27214.0,44776.0,728
,,21284.0,,764
45172.0,,33115.0,,648
67345.0,4166.0,22553.0,4039.0,2
,54321.0,63229.0,20046.0,12
,,52024.0,,531
,,48837.0,56156.0,314
10288.0,33429.0,7641.0,46011.0,1
41613.0,62903.0,41852.0,28208.0,15
58858.0,11975.0,17954.0,57346.0,22
32607.0,2298.0,51924.0,34387.0,16
,,31035.0,34419.0,129
11148.0,,42269.0,11753.0,173
,,9276.0,,606
,,49381.0,,116
5456.0,10436.0,44208.0,53405.0,114
,,1770.0,,110
,,42002.0,,802
,,52616.0,,937
21647.0,,,,910
,,58532.0,,171
58576.0,49908.0,22894.0,46539.0,25
,,65290.0,62801.0,201
,,44444.0,,905
54136.0,15200.0,27443.0,14382.0,137
,,34769.0,,756
26474.0,858.0,35216.0,21106.0,0
,,4277.0,7949.0,63
51914.0,51190.0,10944.0,53263.0,5
40688.0,38156.0,13386.0,54033.0,16
,,38240.0,55549.0,799
,,46337.0,54154.0,182
4463.0,20237.0,31358.0,26912.0,73
,,33495.0,,554
,,2924.0,2006.0,40
2234.0,49077.0,56858.0,30742.0,2
54057.0,,47269.0,56930.0,30
42461.0,,62173.0,6325.0,225
,,65455.0,,785
,,63464.0,,516
,,8718.0,45603.0,608
,,14491.0,,295
37664.0,49323.0,,25796.0,130
,,16943.0,,549
,,60910.0,,399
,,61280.0,,323
,,10269.0,17598.0,102
12301.0,,63241.0,54358.0,255
,,66908.0,,637
,,27982.0,26784.0,136
,,24094.0,,847
,,65288.0,,76
,,16519.0,,290
,,11119.0,,909
,,7206.0,,749
,29197.0,22577.0,308.0,12
62957.0,,7808.0,,188
31191.0,8331.0,,,344
,,24549.0,,434
,,43950.0,15133.0,745
,,13014.0,,383
27464.0,45777.0,25929.0,48491.0,62
44786.0,53866.0,,1808.0,18
46525.0,1666.0,31038.0,50759.0,117
,,38298.0,,149
,,22931.0,,490
3354.0,17370.0,14457.0,49578.0,59
,,9163.0,,857
,,28792.0,,744
45596.0,25403.0,39225.0,58686.0,121
,,11576.0,,877
48436.0,7176.0,1321.0,35147.0,154
,2811.0,6448.0,34882.0,329
35830.0,11095.0,33026.0,4103.0,66
59638.0,,55378.0,55180.0,105
11916.0,,31807.0,12584.0,142
,,25140.0,,865
,,49195.0,,280
,49875.0,10156.0,24072.0,36
9112.0,,48098.0,17958.0,311
,,9532.0,44402.0,199
,,63690.0,43125.0,251
,,59095.0,,719
,,46928.0,,695
3214.0,28402.0,20572.0,37957.0,8
360.0,56951.0,53313.0,52437.0,19
17238.0,15753.0,35044.0,38163.0,79
8406.0,53732.0,33895.0,48120.0,117
,,66918.0,,503
,,32931.0,,929
,,33850.0,,392
,,24853.0,,462
,,59584.0,,149
,,13793.0,41216.0,539
,,28673.0,65341.0,262
,61176.0,,38973.0,237
,,2632.0,67015.0,596
,,61244.0,,72
,,65820.0,,440
45172.0,,63949.0,,648
5416.0,55494.0,24176.0,26867.0,65
,47394.0,40484.0,25183.0,107
,,66005.0,47468.0,714
10588.0,,60097.0,2884.0,180
,,49521.0,12884.0,162
,,61740.0,,488
,,6727.0,,662
,,53039.0,,691
,,67266.0,39712.0,367
,,57566.0,25390.0,158
,,29277.0,,392
,,44793.0,,366
,29197.0,64096.0,19049.0,12
,,27522.0,,75
15345.0,52524.0,13222.0,33044.0,28
,,44189.0,,493
,,19223.0,,574
,,56268.0,,779
21302.0,438.0,30541.0,33539.0,62
46133.0,,54905.0,,288
,,63663.0,,320
,,63939.0,55990.0,365
,,6772.0,40083.0,177
10573.0,30026.0,10676.0,34791.0,257
,,65335.0,,819
,,38230.0,,637
50179.0,,6146.0,67421.0,210
,,50092.0,,567
,,45462.0,15779.0,746
,,29090.0,,677
,,64685.0,,301
,,9526.0,,219
16469.0,,35028.0,,836
,,34449.0,,949
,,49375.0,,402
39218.0,49948.0,,58800.0,128
24125.0,17802.0,29243.0,64328.0,82
,,63375.0,,859
,,67218.0,37727.0,203
,,26959.0,1138.0,416
14097.0,23972.0,,26847.0,286
,,24517.0,,740
40759.0,,1153.0,59498.0,20
43884.0,,51919.0,47983.0,283
,,37223.0,,510
,14464.0,,30684.0,413
,,4367.0,,116
,,55686.0,,831
1090.0,56174.0,59053.0,3340.0,34
,,51192.0,29116.0,428
44971.0,21616.0,22894.0,47229.0,25
,,,17243.0,926
56740.0,42519.0,,39515.0,148
,,25283.0,,928
3406.0,45165.0,36789.0,57690.0,50
57184.0,,38497.0,40984.0,225
,,47170.0,13318.0,281
10149.0,,64967.0,,369
,,19902.0,,857
,,32219.0,2006.0,40
,,40571.0,36468.0,39
,,54195.0,,918
,34316.0,52661.0,9265.0,81
4618.0,31180.0,25594.0,2451.0,2
44004.0,,2039.0,,306
,,61523.0,,377
,,49063.0,2415.0,482
36101.0,17606.0,18803.0,59522.0,38
8381.0,5158.0,,54149.0,55
,,9078.0,,756
,,48340.0,,822
17499.0,,6436.0,8583.0,93
33068.0,25033.0,19703.0,23739.0,9
,,41525.0,,495
,,55199.0,,949
,,36826.0,15515.0,251
,,55169.0,,211
9237.0,,48218.0,,579
,,65054.0,,361
,,18351.0,5700.0,302
62402.0,,25052.0,24421.0,246
,,60338.0,,618
,,21461.0,,280
,,50620.0,32976.0,258
,,36839.0,37216.0,104
,,17176.0,,559
,,49080.0,61743.0,491
,,34503.0,,361
17590.0,,66100.0,,703
,,47516.0,,592
66444.0,55740.0,45415.0,59280.0,65
60880.0,27556.0,7624.0,20241.0,131
51914.0,46245.0,10944.0,60485.0,5
,,,21633.0,837
,,16264.0,,614
,,504.0,67015.0,596
,,45766.0,5797.0,163
,,54181.0,9964.0,136
64137.0,,,,913
